District,Variety,Month,Year,Modal_Price_(Rs./Quintal)
Sangli,Varalaxmi,Sep,2017,5500
Gadchiroli,Desi,Jan,2017,4800
Gadchiroli,Desi,Jan,2017,4800
Gadchiroli,Other,Nov,2017,4500
Gadchiroli,Desi,Jan,2017,4800
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Desi,Jan,2017,5000
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Desi,Jan,2017,4800
Gadchiroli,Other,Nov,2017,4500
Gadchiroli,Desi,Jan,2017,4800
Gadchiroli,Other,Nov,2017,4500
Gadchiroli,Desi,Jan,2018,4500
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Other,Nov,2017,4500
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Desi,Mar,2017,5000
Gadchiroli,Desi,Feb,2018,4500
Gadchiroli,Desi,Nov,2017,4500
Gadchiroli,Desi,Jan,2018,4500
Gadchiroli,Desi,Feb,2018,4500
Gadchiroli,Desi,Jan,2018,4500
Gadchiroli,Desi,Jan,2017,4800
Gadchiroli,Desi,Nov,2017,4350
Gadchiroli,Other,Nov,2017,4500
Gadchiroli,Desi,Jan,2017,4800
Gadchiroli,Desi,Mar,2017,4900
Gadchiroli,Desi,Jan,2018,4500
Gadchiroli,Desi,Jan,2017,4800
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Desi,Jan,2017,4800
Gadchiroli,Desi,Feb,2017,5200
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Desi,Jan,2017,4800
Gadchiroli,Desi,Nov,2017,4350
Gadchiroli,Desi,Jan,2017,4800
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,H-4(A) 27mm FIne,Jan,2018,4500
Gadchiroli,Desi,Jan,2017,4800
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Desi,Jan,2017,4600
Gadchiroli,Desi,Feb,2018,4500
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Desi,Jan,2017,4750
Gadchiroli,Desi,Feb,2018,4500
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Desi,Feb,2017,4900
Gadchiroli,Desi,Jan,2017,4600
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Desi,Jan,2017,4550
Gadchiroli,Desi,Feb,2018,4500
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Desi,Jan,2018,4500
Gadchiroli,Desi,Mar,2017,4800
Gadchiroli,Desi,Feb,2017,4900
Gadchiroli,Desi,Jan,2017,4500
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Desi,Jan,2018,4500
Gadchiroli,Desi,Feb,2017,4800
Gadchiroli,Desi,Mar,2017,4800
Gadchiroli,Desi,Jan,2018,4500
Hingoli,Desi,Nov,2017,4305
Hingoli,Desi,Mar,2017,5450
Hingoli,Desi,Jan,2017,5550
Hingoli,Desi,Nov,2017,4300
Hingoli,Desi,Mar,2017,5550
Hingoli,Desi,Dec,2017,5250
Hingoli,Desi,Nov,2017,4325
Hingoli,Desi,Jan,2017,5550
Hingoli,Desi,Apr,2017,5100
Hingoli,Desi,Nov,2017,4250
Hingoli,Desi,Feb,2017,5450
Hingoli,Desi,Nov,2017,4250
Hingoli,Desi,Mar,2017,5450
Hingoli,Desi,Apr,2017,5100
Hingoli,Desi,Nov,2017,4200
Hingoli,Desi,Mar,2017,5450
Hingoli,Desi,Feb,2018,4750
Hingoli,Desi,Nov,2017,4150
Hingoli,Desi,Jan,2017,5500
Hingoli,Desi,Feb,2018,4700
Hingoli,Desi,Nov,2017,4175
Hingoli,Desi,Mar,2017,5550
Hingoli,Desi,Feb,2018,4400
Hingoli,Desi,Nov,2017,4200
Hingoli,Desi,Feb,2018,5000
Hingoli,Desi,Feb,2017,5450
Hingoli,Desi,Dec,2017,4750
Hingoli,Desi,Apr,2017,5150
Hingoli,Desi,Nov,2017,4250
Hingoli,Desi,Feb,2018,4950
Hingoli,Desi,Feb,2017,5350
Hingoli,Desi,Nov,2017,4150
Hingoli,Desi,Mar,2017,5550
Hingoli,Desi,Feb,2017,5350
Hingoli,Desi,Dec,2017,4650
Hingoli,Desi,Nov,2017,4190
Hingoli,Desi,Mar,2017,5450
Hingoli,Desi,Jan,2017,5250
Hingoli,Desi,Feb,2018,5000
Hingoli,Desi,Feb,2017,5350
Hingoli,Desi,Nov,2017,4150
Hingoli,Desi,Mar,2017,5400
Hingoli,Desi,Jan,2017,5250
Hingoli,Desi,Feb,2018,5000
Hingoli,Desi,Feb,2017,5350
Hingoli,Desi,Dec,2017,4550
Hingoli,Desi,Nov,2017,4250
Hingoli,Desi,Mar,2017,5250
Hingoli,Desi,Feb,2017,5350
Hingoli,Desi,Apr,2017,5100
Hingoli,Desi,Nov,2017,4200
Hingoli,Desi,Mar,2017,5350
Hingoli,Desi,Feb,2018,4900
Hingoli,Desi,Feb,2017,5350
Hingoli,Desi,Dec,2017,4500
Hingoli,Desi,Jan,2017,5150
Hingoli,Desi,Feb,2017,5350
Hingoli,Desi,Dec,2017,4500
Hingoli,Desi,Feb,2018,4950
Hingoli,Desi,Dec,2017,4500
Hingoli,Desi,Apr,2017,5150
Hingoli,Desi,Mar,2017,5350
Hingoli,Desi,Jan,2017,5400
Hingoli,Desi,Feb,2017,5550
Hingoli,Desi,Mar,2017,5450
Hingoli,Desi,Apr,2017,5350
Hingoli,Desi,Mar,2017,5525
Hingoli,Desi,Jan,2017,5300
Hingoli,Desi,Feb,2018,5000
Hingoli,Desi,Feb,2017,5500
Hingoli,Desi,Nov,2017,4150
Hingoli,Desi,Feb,2018,4950
Hingoli,Desi,Feb,2017,5500
Hingoli,Desi,Dec,2017,4400
Hingoli,Desi,Nov,2017,4150
Hingoli,Desi,Mar,2017,5550
Hingoli,Desi,Jan,2017,5150
Hingoli,Desi,Feb,2018,4950
Hingoli,Desi,Dec,2017,4400
Hingoli,Desi,Nov,2017,4150
Hingoli,Desi,Mar,2018,4300
Hingoli,Desi,Mar,2017,5475
Hingoli,Desi,Feb,2017,5500
Hingoli,Desi,Dec,2017,4400
Hingoli,Desi,Apr,2017,5450
Hingoli,Desi,Jan,2017,5150
Hingoli,Desi,Dec,2017,4475
Hingoli,Desi,Nov,2017,4125
Hingoli,Desi,Mar,2017,5450
Hingoli,Desi,Dec,2017,4350
Hingoli,Desi,Nov,2017,4050
Hingoli,Desi,Mar,2018,4250
Hingoli,Desi,Mar,2017,5450
Hingoli,Desi,Apr,2017,5450
Hingoli,Desi,Nov,2017,4025
Hingoli,Desi,May,2017,4450
Hingoli,Desi,Mar,2017,5250
Hingoli,Desi,Jan,2017,4950
Hingoli,Desi,Dec,2017,4350
Hingoli,Desi,Nov,2017,4050
Hingoli,Desi,Mar,2017,5350
Hingoli,Desi,Feb,2017,5500
Hingoli,Desi,Dec,2017,4325
Nandurbar,Other,Nov,2017,4235
Akola,H-4(A) 27mm FIne,Jan,2018,5100
Akola,H-4(A) 27mm FIne,Jan,2017,5720
Akola,H-4(A) 27mm FIne,Jan,2018,5100
Akola,H-4(A) 27mm FIne,Jan,2017,5785
Akola,H-4(A) 27mm FIne,Dec,2017,5300
Akola,H-4(A) 27mm FIne,Jan,2018,5100
Akola,H-4(A) 27mm FIne,Feb,2018,4950
Akola,H-4(A) 27mm FIne,Feb,2017,5693
Akola,H-4(A) 27mm FIne,Mar,2017,5710
Akola,H-4(A) 27mm FIne,Jan,2018,5200
Akola,H-4(A) 27mm FIne,Feb,2017,5765
Akola,H-4(A) 27mm FIne,Dec,2017,5500
Akola,H-4(A) 27mm FIne,Dec,2017,5400
Akola,H-4(A) 27mm FIne,Mar,2017,5800
Akola,H-4(A) 27mm FIne,Jan,2018,5200
Akola,H-4(A) 27mm FIne,Jan,2017,5855
Akola,H-4(A) 27mm FIne,Apr,2017,5400
Akola,H-4(A) 27mm FIne,Jan,2017,5933
Akola,H-4(A) 27mm FIne,Mar,2017,5823
Akola,H-4(A) 27mm FIne,Jan,2018,5250
Akola,H-4(A) 27mm FIne,Feb,2017,5765
Akola,H-4(A) 27mm FIne,Mar,2017,5678
Akola,H-4(A) 27mm FIne,Jan,2018,5250
Akola,H-4(A) 27mm FIne,Feb,2018,4950
Akola,H-4(A) 27mm FIne,Feb,2017,5733
Akola,H-4(A) 27mm FIne,Dec,2017,5350
Akola,H-4(A) 27mm FIne,Apr,2017,5700
Akola,H-4(A) 27mm FIne,Mar,2017,5740
Akola,H-4(A) 27mm FIne,Feb,2018,5000
Akola,H-4(A) 27mm FIne,Feb,2017,5708
Akola,H-4(A) 27mm FIne,Dec,2017,5300
Akola,H-4(A) 27mm FIne,Jan,2018,5300
Akola,H-4(A) 27mm FIne,Feb,2018,5000
Akola,H-4(A) 27mm FIne,Feb,2017,5650
Akola,H-4(A) 27mm FIne,Apr,2017,5600
Akola,H-4(A) 27mm FIne,Mar,2017,5745
Akola,H-4(A) 27mm FIne,Jan,2017,5685
Akola,H-4(A) 27mm FIne,Apr,2017,5600
Akola,H-4(A) 27mm FIne,Jan,2017,5560
Akola,H-4(A) 27mm FIne,Feb,2018,5000
Akola,H-4(A) 27mm FIne,Apr,2017,5600
Akola,H-4(A) 27mm FIne,Mar,2017,5695
Akola,H-4(A) 27mm FIne,Jan,2018,5250
Akola,H-4(A) 27mm FIne,Jan,2017,5557
Akola,H-4(A) 27mm FIne,Mar,2017,5425
Akola,H-4(A) 27mm FIne,Jan,2018,5300
Akola,H-4(A) 27mm FIne,Feb,2018,5000
Akola,H-4(A) 27mm FIne,Feb,2017,5725
Akola,H-4(A) 27mm FIne,Apr,2017,5368
Akola,H-4(A) 27mm FIne,Mar,2017,5705
Akola,H-4(A) 27mm FIne,Jan,2017,5643
Akola,H-4(A) 27mm FIne,Feb,2018,5100
Akola,H-4(A) 27mm FIne,Jan,2018,5400
Akola,H-4(A) 27mm FIne,Feb,2017,5825
Akola,H-4(A) 27mm FIne,Apr,2017,5610
Akola,H-4(A) 27mm FIne,Jan,2017,5763
Akola,H-4(A) 27mm FIne,Jan,2018,5400
Akola,H-4(A) 27mm FIne,Jan,2018,5300
Akola,H-4(A) 27mm FIne,Jan,2017,5672
Akola,H-4(A) 27mm FIne,Apr,2017,5633
Akola,H-4(A) 27mm FIne,Jan,2018,5200
Akola,H-4(A) 27mm FIne,Jan,2017,5665
Akola,H-4(A) 27mm FIne,Feb,2017,5725
Akola,H-4(A) 27mm FIne,Mar,2018,4950
Akola,H-4(A) 27mm FIne,Mar,2017,5715
Akola,H-4(A) 27mm FIne,Jan,2018,5300
Akola,H-4(A) 27mm FIne,Feb,2018,5100
Akola,H-4(A) 27mm FIne,Feb,2017,5805
Akola,H-4(A) 27mm FIne,Mar,2018,5000
Akola,H-4(A) 27mm FIne,Mar,2017,5743
Akola,H-4(A) 27mm FIne,Feb,2017,5760
Akola,H-4(A) 27mm FIne,May,2017,2600
Akola,H-4(A) 27mm FIne,Mar,2018,5100
Akola,H-4(A) 27mm FIne,Mar,2017,5733
Akola,H-4(A) 27mm FIne,Jan,2018,5350
Akola,H-4(A) 27mm FIne,Feb,2018,5100
Akola,H-4(A) 27mm FIne,Feb,2017,5798
Akola,H-4(A) 27mm FIne,Apr,2017,5665
Akola,H-4(A) 27mm FIne,Jan,2017,5588
Akola,H-4(A) 27mm FIne,Feb,2018,5150
Akola,H-4(A) 27mm FIne,Apr,2017,5690
Akola,H-4(A) 27mm FIne,Mar,2017,5728
Akola,H-4(A) 27mm FIne,Jan,2018,5400
Akola,H-4(A) 27mm FIne,Jan,2017,5578
Akola,H-4(A) 27mm FIne,Feb,2017,5840
Akola,H-4(A) 27mm FIne,May,2017,5200
Akola,H-4(A) 27mm FIne,Mar,2017,5590
Akola,H-4(A) 27mm FIne,Jan,2017,5613
Akola,H-4(A) 27mm FIne,Feb,2018,5200
Akola,H-4(A) 27mm FIne,May,2017,5520
Akola,H-4(A) 27mm FIne,Mar,2017,5780
Akola,H-4(A) 27mm FIne,Jan,2018,5300
Akola,H-4(A) 27mm FIne,Jan,2017,5600
Akola,H-4(A) 27mm FIne,Feb,2017,5875
Akola,H-4(A) 27mm FIne,Mar,2017,5620
Akola,H-4(A) 27mm FIne,Feb,2018,5100
Akola,H-4(A) 27mm FIne,Feb,2017,5780
Amarawati,Other,Jan,2017,5625
Amarawati,Other,Nov,2017,4550
Amarawati,Other,Jan,2018,4450
Amarawati,Other,Jan,2017,5713
Amarawati,Other,Dec,2017,5050
Amarawati,Other,Jan,2018,4625
Amarawati,Other,Dec,2017,5175
Amarawati,Other,Apr,2017,4800
Amarawati,Other,Jan,2017,5725
Amarawati,Other,Feb,2018,4525
Amarawati,Other,Feb,2017,5662
Amarawati,Other,Dec,2017,4925
Amarawati,Other,Mar,2017,5320
Amarawati,Other,Jan,2018,4675
Amarawati,Other,Jan,2017,5725
Amarawati,Other,Feb,2018,4500
Amarawati,Other,Feb,2017,5750
Amarawati,Other,Dec,2017,5000
Amarawati,Other,Feb,2018,4525
Amarawati,Other,Dec,2017,5000
Amarawati,Other,Mar,2017,5350
Amarawati,Other,Jan,2018,4625
Amarawati,Other,Jan,2017,5750
Amarawati,Other,Mar,2017,5375
Amarawati,Other,Jan,2018,4625
Amarawati,Other,Jan,2017,5813
Amarawati,Other,Feb,2018,4500
Amarawati,Other,Apr,2017,4900
Amarawati,Other,Mar,2017,5425
Amarawati,Other,Jan,2018,4900
Amarawati,Other,Feb,2018,4575
Amarawati,Other,Dec,2017,4960
Amarawati,Other,May,2017,4850
Amarawati,Other,Mar,2017,5450
Amarawati,Other,Jan,2018,4900
Amarawati,Other,Feb,2018,4575
Amarawati,Other,Feb,2017,5525
Amarawati,Other,Dec,2017,5000
Amarawati,Other,Apr,2017,5250
Amarawati,Other,Mar,2017,5460
Amarawati,Other,Feb,2018,4600
Amarawati,Other,Dec,2017,4950
Amarawati,Other,Apr,2017,5200
Amarawati,Other,Mar,2017,5375
Amarawati,Other,Jan,2018,4912
Amarawati,Other,Feb,2018,4575
Amarawati,Other,Dec,2017,4875
Amarawati,Other,Jan,2018,4750
Amarawati,Other,Jan,2017,5563
Amarawati,Other,Dec,2017,4900
Amarawati,Other,Apr,2017,5000
Amarawati,Other,Mar,2017,5325
Amarawati,Other,Jan,2018,4650
Amarawati,Other,Jan,2017,5550
Amarawati,Other,Dec,2017,4925
Amarawati,Other,Apr,2017,5115
Amarawati,Other,Mar,2017,5325
Amarawati,Other,Jan,2018,4862
Amarawati,Other,Jan,2017,5463
Amarawati,Other,Feb,2018,4550
Amarawati,Other,Feb,2017,5650
Amarawati,Other,Apr,2017,5150
Amarawati,Other,Mar,2017,5060
Amarawati,Other,Jan,2018,4900
Amarawati,Other,Jan,2017,5563
Amarawati,Other,Feb,2018,4562
Amarawati,Other,Feb,2017,5675
Amarawati,Other,Dec,2017,4875
Amarawati,Other,Mar,2017,5150
Amarawati,Other,Jan,2018,4825
Amarawati,Other,Feb,2018,4550
Amarawati,Other,Feb,2017,5675
Amarawati,Other,Dec,2017,4750
Amarawati,Other,Apr,2017,5150
Amarawati,Other,Mar,2017,5550
Amarawati,Other,Jan,2017,5625
Amarawati,Other,Feb,2018,4600
Amarawati,Other,Feb,2017,5650
Amarawati,Other,Dec,2017,4625
Amarawati,Other,Jan,2018,4825
Amarawati,Other,Jan,2017,5650
Amarawati,Other,Dec,2017,4613
Amarawati,Other,Apr,2017,5350
Amarawati,Other,Jan,2018,4825
Amarawati,Other,Jan,2017,5650
Amarawati,Other,Feb,2018,4525
Amarawati,Other,Dec,2017,4600
Amarawati,Other,Apr,2017,5350
Amarawati,Other,Jan,2017,5625
Amarawati,Other,Feb,2017,5738
Amarawati,Other,Dec,2017,4525
Amarawati,Other,Mar,2018,4500
Amarawati,Other,Mar,2017,5300
Amarawati,Other,Jan,2018,4712
Amarawati,Other,Jan,2017,5625
Amarawati,Other,Feb,2017,5675
Amarawati,Other,Apr,2017,5300
Amarawati,Other,Mar,2018,4475
Amarawati,Other,Mar,2017,5375
Amarawati,Other,Jan,2018,4775
Amarawati,Other,Jan,2017,5575
Amarawati,Other,Feb,2018,4625
Amarawati,Other,Feb,2017,5638
Amarawati,Other,Dec,2017,4525
Amarawati,Other,Mar,2018,4500
Amarawati,Other,Mar,2017,5550
Amarawati,Other,Jan,2018,4850
Amarawati,Other,Feb,2018,4563
Amarawati,Other,Feb,2017,5638
Amarawati,Other,Dec,2017,4500
Amarawati,Other,Apr,2017,5375
Amarawati,Other,Mar,2018,4525
Amarawati,Other,Jan,2017,5550
Amarawati,Other,Feb,2018,4600
Amarawati,Other,Feb,2017,5675
Amarawati,Other,Dec,2017,4550
Amarawati,Other,Apr,2017,5475
Amarawati,Other,Mar,2018,4550
Amarawati,Other,Jan,2018,4900
Amarawati,Other,Jan,2017,5540
Amarawati,Other,Feb,2018,4575
Amarawati,Other,Apr,2017,5500
Amarawati,Other,May,2017,4300
Amarawati,Other,Mar,2018,4550
Amarawati,Other,Jan,2018,4925
Amarawati,Other,Jan,2017,5450
Amarawati,Other,Feb,2018,4550
Amarawati,Other,Apr,2017,5420
Amarawati,Other,May,2017,4435
Amarawati,Other,Jan,2018,4912
Amarawati,Other,Jan,2017,5538
Amarawati,Other,Feb,2017,5763
Amarawati,Other,Mar,2018,4575
Amarawati,Other,Mar,2017,5525
Amarawati,Other,Jan,2017,5520
Amarawati,Other,Feb,2018,4600
Amarawati,Other,Feb,2017,5800
Amarawati,Other,Apr,2017,5400
Amarawati,Other,May,2017,4650
Amarawati,Other,Mar,2017,5525
Amarawati,Other,Jan,2018,4925
Amarawati,Other,Jan,2017,5425
Amarawati,Other,Feb,2018,4500
Amarawati,Other,Feb,2017,5675
Amarawati,Other,Mar,2017,5638
Amarawati,Other,Jan,2018,4938
Amarawati,Other,Feb,2018,4525
Amarawati,Other,Feb,2017,5630
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5650
Wardha,H-4(A) 27mm FIne,Jan,2018,4700
Wardha,H-4(A) 27mm FIne,Jan,2017,5635
Wardha,H-4(A) 27mm FIne,Dec,2017,4900
Wardha,H-4(A) 27mm FIne,Oct,2017,4200
Wardha,H-4(A) 27mm FIne,Nov,2017,4500
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5600
Wardha,H-4(A) 27mm FIne,Jun,2017,5230
Wardha,H-4(A) 27mm FIne,Jan,2018,4700
Wardha,H-4(A) 27mm FIne,Jan,2017,5725
Wardha,H-4(A) 27mm FIne,Dec,2017,4900
Wardha,H-4(A) 27mm FIne,Apr,2017,5200
Wardha,H-4(A) 27mm FIne,Oct,2017,4180
Wardha,H-4(A) 27mm FIne,Nov,2017,4500
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5600
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4800
Wardha,H-4(A) 27mm FIne,Jan,2017,5725
Wardha,H-4(A) 27mm FIne,Dec,2017,4900
Wardha,H-4(A) 27mm FIne,Apr,2017,5200
Wardha,H-4(A) 27mm FIne,Oct,2017,4200
Wardha,H-4(A) 27mm FIne,Nov,2017,4500
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5600
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4800
Wardha,H-4(A) 27mm FIne,Jan,2017,5735
Wardha,H-4(A) 27mm FIne,Feb,2018,4650
Wardha,H-4(A) 27mm FIne,Feb,2017,5630
Wardha,H-4(A) 27mm FIne,Dec,2017,4800
Wardha,H-4(A) 27mm FIne,Apr,2017,5300
Wardha,H-4(A) 27mm FIne,Oct,2017,4100
Wardha,H-4(A) 27mm FIne,Nov,2017,4550
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5650
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4750
Wardha,H-4(A) 27mm FIne,Jan,2017,5730
Wardha,H-4(A) 27mm FIne,Feb,2018,4700
Wardha,H-4(A) 27mm FIne,Feb,2017,5730
Wardha,H-4(A) 27mm FIne,Dec,2017,4800
Wardha,H-4(A) 27mm FIne,Apr,2017,5300
Wardha,H-4(A) 27mm FIne,Oct,2017,4100
Wardha,H-4(A) 27mm FIne,Nov,2017,4580
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5620
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4750
Wardha,H-4(A) 27mm FIne,Jan,2017,5730
Wardha,H-4(A) 27mm FIne,Feb,2018,4720
Wardha,H-4(A) 27mm FIne,Feb,2017,5775
Wardha,H-4(A) 27mm FIne,Dec,2017,4800
Wardha,H-4(A) 27mm FIne,Apr,2017,5350
Wardha,H-4(A) 27mm FIne,Oct,2017,4150
Wardha,H-4(A) 27mm FIne,Nov,2017,4600
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5670
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4800
Wardha,H-4(A) 27mm FIne,Jan,2017,5730
Wardha,H-4(A) 27mm FIne,Feb,2018,4700
Wardha,H-4(A) 27mm FIne,Feb,2017,5750
Wardha,H-4(A) 27mm FIne,Dec,2017,4800
Wardha,H-4(A) 27mm FIne,Apr,2017,5300
Wardha,H-4(A) 27mm FIne,Oct,2017,3950
Wardha,H-4(A) 27mm FIne,Nov,2017,4550
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5660
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4900
Wardha,H-4(A) 27mm FIne,Jan,2017,5860
Wardha,H-4(A) 27mm FIne,Feb,2018,4600
Wardha,H-4(A) 27mm FIne,Dec,2017,4800
Wardha,H-4(A) 27mm FIne,Apr,2017,5400
Wardha,H-4(A) 27mm FIne,Oct,2017,3600
Wardha,H-4(A) 27mm FIne,Nov,2017,4500
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5650
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4900
Wardha,H-4(A) 27mm FIne,Jan,2017,5855
Wardha,H-4(A) 27mm FIne,Feb,2018,4500
Wardha,H-4(A) 27mm FIne,Dec,2017,4830
Wardha,H-4(A) 27mm FIne,Apr,2017,5450
Wardha,H-4(A) 27mm FIne,Nov,2017,4500
Wardha,H-4(A) 27mm FIne,May,2017,5300
Wardha,H-4(A) 27mm FIne,Mar,2017,5580
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4900
Wardha,H-4(A) 27mm FIne,Feb,2018,4560
Wardha,H-4(A) 27mm FIne,Dec,2017,4850
Wardha,H-4(A) 27mm FIne,Apr,2017,5500
Wardha,H-4(A) 27mm FIne,Nov,2017,4500
Wardha,H-4(A) 27mm FIne,Mar,2017,5670
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4900
Wardha,H-4(A) 27mm FIne,Feb,2018,4700
Wardha,H-4(A) 27mm FIne,Dec,2017,4800
Wardha,H-4(A) 27mm FIne,Apr,2017,5530
Wardha,H-4(A) 27mm FIne,Nov,2017,4580
Wardha,H-4(A) 27mm FIne,May,2017,5110
Wardha,H-4(A) 27mm FIne,Mar,2017,5650
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4900
Wardha,H-4(A) 27mm FIne,Feb,2018,4500
Wardha,H-4(A) 27mm FIne,Feb,2017,5510
Wardha,H-4(A) 27mm FIne,Dec,2017,4790
Wardha,H-4(A) 27mm FIne,Apr,2017,5500
Wardha,H-4(A) 27mm FIne,Nov,2017,4550
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5600
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4900
Wardha,H-4(A) 27mm FIne,Feb,2018,4690
Wardha,H-4(A) 27mm FIne,Dec,2017,4750
Wardha,H-4(A) 27mm FIne,Apr,2017,5500
Wardha,H-4(A) 27mm FIne,Nov,2017,4520
Wardha,H-4(A) 27mm FIne,May,2017,5300
Wardha,H-4(A) 27mm FIne,Mar,2017,5600
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4900
Wardha,H-4(A) 27mm FIne,Feb,2018,4660
Wardha,H-4(A) 27mm FIne,Dec,2017,4800
Wardha,H-4(A) 27mm FIne,Apr,2017,5500
Wardha,H-4(A) 27mm FIne,Nov,2017,4450
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5630
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4900
Wardha,H-4(A) 27mm FIne,Jan,2017,5490
Wardha,H-4(A) 27mm FIne,Feb,2018,4600
Wardha,H-4(A) 27mm FIne,Dec,2017,4830
Wardha,H-4(A) 27mm FIne,Apr,2017,5500
Wardha,H-4(A) 27mm FIne,Nov,2017,4500
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5570
Wardha,H-4(A) 27mm FIne,Jun,2017,5100
Wardha,H-4(A) 27mm FIne,Jul,2017,5150
Wardha,H-4(A) 27mm FIne,Jan,2018,4900
Wardha,H-4(A) 27mm FIne,Jan,2017,5495
Wardha,H-4(A) 27mm FIne,Feb,2018,4700
Wardha,H-4(A) 27mm FIne,Feb,2017,5670
Wardha,H-4(A) 27mm FIne,Dec,2017,4800
Wardha,H-4(A) 27mm FIne,Apr,2017,5570
Wardha,H-4(A) 27mm FIne,Nov,2017,4400
Wardha,H-4(A) 27mm FIne,May,2017,5300
Wardha,H-4(A) 27mm FIne,Mar,2017,5585
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4900
Wardha,H-4(A) 27mm FIne,Jan,2017,5520
Wardha,H-4(A) 27mm FIne,Feb,2018,4750
Wardha,H-4(A) 27mm FIne,Feb,2017,5670
Wardha,H-4(A) 27mm FIne,Apr,2017,5550
Wardha,H-4(A) 27mm FIne,Nov,2017,4400
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Mar,2017,5570
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jul,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4900
Wardha,H-4(A) 27mm FIne,Jan,2017,5580
Wardha,H-4(A) 27mm FIne,Feb,2018,4790
Wardha,H-4(A) 27mm FIne,Feb,2017,5675
Wardha,H-4(A) 27mm FIne,Dec,2017,4750
Wardha,H-4(A) 27mm FIne,Apr,2017,5500
Wardha,H-4(A) 27mm FIne,Nov,2017,4350
Wardha,H-4(A) 27mm FIne,May,2017,5200
Wardha,H-4(A) 27mm FIne,Jun,2017,5200
Wardha,H-4(A) 27mm FIne,Jan,2018,4700
Wardha,H-4(A) 27mm FIne,Jan,2017,5620
Wardha,H-4(A) 27mm FIne,Feb,2018,4800
Wardha,H-4(A) 27mm FIne,Feb,2017,5700
